sentiment,text,sentiment_label
1,and finally 19 accepts in credit goes to media,joy
1,when the lockdown lifts and meter reading starts,joy
1,enjoying the by staying at,joy
2,she is 31 and right the only way to fight the coronavirus is with the coronavirus it is seriously a joke of a virus no worse than west nile virus zika n1h1 or the bird flu people falling for this election cycle bullshit fell for y2k people are idiots,fear
3,this will have been the direct result of tories underfunding the nhs for years shame on them nhs doctors to be given guidelines to help decide which coronavirus victims should live or die,anger
0,job well done can this system of communication be used to teach students of as it is still not confirm how much time our students are going to lose because of the,sad
2,this is it the coronavirus has gone too far,fear
2,so far 3 countries of the sica dominican republic costa rica and panama have confirmed at least one case of coronavirus the corresponding protocols are followed so that it does not spread further they should not be alarmed and should be informed through the authorities,fear
1,no government can win this war against corona virus only a can win it do the right thing for your in need twitter comris35jjvmv,joy
2,nolte bette midler attacks trump for not wanting americas coronavirus numbers to go up,fear
1,lockdown days pic guys stay at home have fun with family thanx to our honourable pm modi ji because this time will never comes in our life in future keedamunna hanuman temple,joy
2,ppl overreacting on the corona virus but if you dirty mfs keep yourself clean we wouldnt have to deal with this shit,fear
2,quarantine is not going to stop coronavirus the aim is to slow the spread so the strain on hospital resources is not so bad and to buy time for more effective treatment,fear
1,hi everyone how are you at smart city,joy
2,multiply this by hundreds and thousands of people travel restrictions and lockdowns cause further panic and hardship to an already stressed population and economy 19 pic twitter com0n442v6op8,fear
0,v may not be testing 4 covid drive in however if people r infected they will show symptoms will go 2 doctor who advice test 4 covid fact is modiji has traded lives of indians with economy he said jaan hai toh jahan hai will not translate because u will not understand,sad
2,new youtube video is up crisis is opportunity for the smart right 15 steps to make america stronger where i go through a list of 15 steps outlined by to restore and strengthen america as coronavirus ends the experiment with globalism,fear
3,while i agree do you think anyone in the current situation has time for nonsense alas if only the participants left their stubbornness continue your protests if you are still well alive after ends jaan hai toh jahaan hai,anger
1,marking for maintaing social distance by volunteer in reasi town in front of essential items shops thanks to district reasi administration for giving us this opportunity as volunteer for fight against covid19 e0m5xx3q7m,joy
0,8hours in the covid ward done pic twitter comwqqkppt5f,sad
0,if we wait until prove efficacy patients they will died from corona iam aginst use of both medication together but i am with hydroxychloroquine based on experience and mechanism of action,sad
1,day 67 vietnam post lockdown rules no people no words only objects and pictures from home i was nominated by today i nominate at aeon citimart him lam,joy
0,28th march 01 48am total covid 19 cases in pakistan are 1365 recovered 25 died 10 cryingface,sad
1,with this whole corona craziness this will be the second time in my lifetime whole world is talking about the same subject first one was shakiras hips 2006 world cup opening,joy
3,we do not have real leadership in the usa instead we are led by a bunch of misfits who were elected potus or call themselves democrats or republicans,anger
0,e commerce alone will add 1 million jobs by 2022 impact theory job losses in hospitality auto n across sectors reality in 2021 prophets of doom r over rated human resilience is underrated,sad
2,in delhi education minister system is confused for taking decision for school and colleges exams where in maharashtra also declare that all colleges exams is cancelled due to covid 19 collegestudents,fear
1,people awed wowed for the hailstorm in the ncr last month but nobody questioned it is relevance in a sub tropical state amidst mid spring check only 4 days into the covid 19 lockdown the air indexs turned green go figure,joy
3,more like the trump administration is working hard at mishandling the coronavirus and risking unnecessary lives to be lost from their incompetence is not a president but an impeached idiot president,anger
0,please help,sad
1,it is time to fight against cm in his beautiful and emotional appeal calls us to come together please let us,joy
2,being on campus today was so depressing coronavirus really killing the vibe,fear
2,them stop playing games about the corona virus and take it serious me,fear
3,im good because i do not give a shit about the coronavirus,anger
1,eid mubarak excited for the new normal this thursday grimacingface,joy
2,why social distancing is crucial to slow the spread of coronavirus,fear
2,please do lock down everything my housemates going walmart and everywhere for job because they afraid of losing job because of that chances of spread covid 19 is increase,fear
0,this is so sad actor andrew jack is another victim of the coronavirus,sad
0,pls intervene before delhi govt makes history of delhi no 1 in corona,sad
1,as my family loves to sing and we recently made this song in this lockdown kg lyra k361 bt can help us to enhance our setup join mzhzj1kl2f,joy
3,the president of mexico mocks the coronavirus pandemic help we need this to be international news,anger
3,brexit means coronavirus vaccine will be slower to reach the uk everything about is shit,anger
1,the characteristic of the united states is that you cannot see that others are living a good life so humiliating so do not be like cnn either americaand america we get better to better twitter comfutpcaxcf7,joy
0,5n during difficult times of government may support for students studying in medical colleges both government private as a part of,sad
3,read the full article it does not advise against lockdown he said that countries cannot merely lock down themselves to fight the coronavirus outbreak adding that there need to be public health measures to avoid a resurgence of the deadly virus later on very misleading tweet,anger
1,prior to the lockdown i did not think i would be doing this regularly let alone complete a 30 day journey merci for the reco and thank you for the guidance redheart foldedhandsmediumlightskintone womaninlotusposition,joy
0,acept my condolences for the passing away of ur father mother sisters and brothers do to the inability of ur terorist gvt to provide for them in the covid 19 lockdown,sad
3,are useless without people to run them set up boot camp recruit an army of medical students train them quickly send them to the battlefield time is lives,anger
3,call off the search we have found the stupidest take on the,anger
0,very much disappointed had been a loyal customer since so long and yet you cannot even promise us good net during lockdown,sad
3,sorry i do not give a shit about any of these celebrities who are imposing self quarantine yeah id be ok with it too if i had the funds to live inside my 15k sq ft home guess they might find a few rooms they have never been in before,anger
1,utc 7 in pune woman makes indias 1st covid 19 testing kit hours before delivering her baby with the arrival of the first made in india testing kit for novel coronavirus in the market another a kit to the nations health and a baby for her,joy
0,the father of the indian media corona virus who is not only making india work for creating a new hole in the world with his fake false indian media at kapilvastu palace,sad
3,the chinese government lied not china as a whole the chinese people were lied to as well and our government lied too i think many governments did 19,anger
1,celebrating world milk day with our women leaders pic twitter comef0sq9vias,joy
3,too late farage criticises open borders while britons locked down in crisis dimymoj3qx,anger
1,the only way to protect the lives of millions of pakistanis is by enforcing a lockdown and advocating and facilitating social distancing,joy
1,my happy place during lockdown,joy
2,i dont care if ill come off as rudeweird when i bring out my alcohol and suddenly spray it all over my body and the space before me hahaha duh ready nga ako gawin mist ang alcohol spray sana ikaw rin,fear
3,ww3 fires storms floods coronavirus whats next a heatwave i hope,anger
1,same here for the past 3 months with kids on summer vacation and lockdown,joy
3,the panic about coronavirus has become so ridiculous that customers have been stealing the little hand sanitizer bottles off the sales floor counters at my work come the fuck on people,anger
3,coronavirus is cancelling shit faster than outrage twitter,anger
0,has cji bobde already allotted 5 acres of land to accommodate corona patients ruled that jamaat and not bjp govt is responsible for not acting in time despite frequent warnings,sad
1,world peace mission corona 21 days lock down stay program barolympic 2020 score card awards and medals ceremony or sponsorship details 12th march of dandi yatra din and 23rd march,joy
1,in impressed by this redheart,joy
3,i said it once ill say it again president trump is protecting us from foreign enemy coronavirus and domestic enimies hollywood liberals,anger
0,there is still time to stay home stay safe see how the corona patient is going to be cremated without the people in the house in which even the man of the house is unable to go so stay home stay safe and your family also gets this dangerous corona epidemic save from,sad
2,that is why the coronavirus was created so we can stop talking about politics and start panicking and buying 6372947 rolls of toilet paper,fear
3,if you need a refresher here are his day by day statements on coronavirus he is either suffering from some sort of brain issue he is downright stupid or he is a bald faced liar i happen to believe it is all of the above pic twitter comfvlmuntjuo,anger
2,i got to be honest im terrified of the coronavirus even though it is a low chance of effecting young people im still terrified if you school has not shut down and there is corona around your citystate skip school your life is worth more then a few weeks at school 1,fear
3,why on earth are you running an ad advising young people to ignore social distancing measures and keep travel plans with some doctor talking about killing bacteria,anger
0,more than one person in told me that life in is pain since decades what if we die because of 19 that so depressed and sad to hear,sad
0,i swear to every person who died because of corona that i will not make any new purchases on this eid will only offer prayers and pray to save the world from this epidemic if the world is upset then how can i celebrate happiness,sad
1,instagram photographyeducator incredible pakistan please note the picture was taken on the way back from gilgit to islamabad before the country wide lock down and wide spread pandemic of corona virus,joy
1,exploring my archives good hand washing technique must be practiced hot spring,joy
2,sars and h1n1 were both more contagious and fatal than the coronavirus and none of this borerline martial law government take over occurred why did it happen this time,fear
3,almost no water at target because of the coronavirus damn pic twitter coma2qlgcuh95 at target,anger
0,they are not cattles they are someone is heart and soul even if the child does not die once a child is infected their family members are affected too a grandfather who stayed safe till now will now die because his little grandchild must go to school,sad
3,idiots sen kennedy tears into democrats for blocking coronavirus stimulus bill in fiery speech via,anger
2,remember when i was really close to having my anxiety shit together and then coronavirus happened,fear
3,jake tapper fake news liar trump did not say that the government had total control over the coronavirus trump said tremendous control which has a very different meaning tremendous indicates that something is great in scale but is not total or absolute or complete,anger
0,i have a citi credit card my registered mobile number is 8750863549 i never missed any payment as of now i have taken a loan on my credit card however due to covid 19 issue this month i am unable to pay the statement amount and need some time to pay it please help,sad
2,ugh sweating his coronavirus all over the capitol gym gross,fear
3,the coronavirus is really getting out of hand,anger
2,ideas elba has coronavirus currently shaking my fist at god,fear
0,this lockdown is extra harsh on your mental health when you are an overthinker who constantly needs distractions to not feel sad and lonely 19,sad
0,of late delhi police local intelligence agencies have been found wanting third case in last few months shahhen b delhi riots migrants exodus latest jehadi corona from nizamuddin delhi agencies on defensive dangerous,sad
3,coronavirus is not stopping this,anger
1,sir we r 4 students strandedstucked in delhi since lockdown 1 0 bad luck is not giving up bcoz our booked train has been cancelled today so plz make some arrangement for us we will be grateful to u foldedhands,joy
3,corbyn has been plotting since the late 1960s by all accounts when corona virus is a distant memory and the country is on more of a stable footing corbyn should be bought to account for 40 years of subterfuge collaboration with britains enemies jew hate,anger
1,hello june be gentle now let the world heal pic twitter comqaphisaujn,joy
3,china is censoring coronavirus stories these citizens are fighting back via,anger
0,the cholera outbreak in was due to battering the health sector by the us saudi aggression and blockade for 5 years 2919 died until mar 2019 how many would kill if it were able to enter while the blockade is enforced,sad
3,are we exporting covid19 to the outer space,anger
1,19 iran shows good recovery from covid 19 no new cases surfacing now,joy
3,yeah for real mais soo pousson sortie bi aprs koor gui insha allah fekk coronavirus seey aussi,anger
3,the impact on travel is worse than the 2008 financial crisis and 911 combined we need immediate action in the form of economic relief to save the hotel industry and millions of jobs that depend on it,anger
0,so instead of unlock 1 0 odisha govt has now imposed lockdown 5 0 pic twitter comhuv1nei3u4,sad
3,just add 4 zeros for the real number underattack,anger
1,thoughts aur knowledge pe lockdown lagana mushkil hai sign up for s cinema lectures and you will know how to spell milieu highly recommended adbhut pic twitter com0p5zzmstbv,joy
3,im about sick and tired of hearing about the coronavirus canceling major events and not letting anybody see there kid play there last game of basketball cause of this stupid coronavirus cannot wait for it to be over so we do not have to hear about it,anger
3,santi i swear to god if you bring corona virus into my home i will be upset,anger
2,same here in corona fear,fear
2,i hope things will get better for you soon it is scary how much the corona virus is affecting everything everyone should not have to worry about not working now,fear
2,mumbai police will do this if they survive through corona that is,fear
2,take precautions this flu season and stay informed regarding the novel coronavirus covid 19 wash your hands regularly cover your mouth when you cough or sneeze and stay home if you have a fever andor are sick learn more about covid 19 at,fear
3,ive been fucking around about the coronavirus but now there is 3 confirmed cases in my county,anger
2,i read some comments on the song latest comments are mostly in korean since the song is titled do not worry this one said do not worry in 2020 everyone and someone replied of course we should worry it is coronavirus,fear
2,it is very disappointing the coronavirus pandemic has been discussed since more than 2 months all publicly available data has shown how different much more dangerous the corona virus is than the flue still there arent enough testing kids for the virus one word incomprence,fear
0,there is a power cut in gokulnagar area of rajula taluka of amreli district from 1 a m still going no officer or the complaint number 0279422048 is receiving the call nor responding please look after the complain we even cannot go out of our house because of lockdown,sad
2,my dad randomly what do you think boy you think you are going to get this corona virus me why are you asking dad i do not know maybe you will hit the lottery and get the corona virus since you got the swine flu nice,fear
1,hello beautiful handsome and amazing people kindly follow my business page gstore god bless you 19,joy
1,when you are social distancing and having a good hair day photographer,joy
1,i live in that solitude which is painful in youth but delicious in the year of maturity unpredictable that is what life is twitter comzsqf1lnh7p,joy
0,please open the borders if up govt allows smooth movement for all till now they are also saying that corona is coming to their areas from delhi no one created any issue because of this only middle class is suffering,sad
2,if coronavirus was a person id kick its fucking ass i hate coronavirus,fear
1,beauty of the darknes art by shubh follow 19 ains2,joy
1,im here stuck at kanpur due to lockdown since 19th march and im finally eating the most gujarati thing possible to be found in a north city to eat btw this is khaman and everyone calls it dhokla here pic twitter combvlnjk91u8,joy
1,home stay safe,joy
2,yall people are scared shitliss thinking the reality of life was really what you was living im fucking excited bout this new world we are bout to be living in im loving how the coronavirus is fucking the world up,fear
2,coronavirus is messing my money up bad daveyle,fear
3,coronavirus deaths spanish government warns worst yet to come read more,anger
0,tribute rip irrfan khan awesome bollywood actor,sad
0,this as we seek forgiveness mercy of allah let us specially pray for the front liners those affected families of the ones who have lost their lives in the unimaginable human tragedy 19,sad
0,even in this clip he quoting countries whr death are more then 20k and still thr nos of cases report deaths are much higher then pakistan and they also thinking to ease the lockdown,sad
3,you only get a break on your 401k if you withdraw after the bill passes not before coronavirus started fucking things up months ago,anger
0,why then only mumbai is completely shut as opposed to other cities i m surprised that citizens are not asking tough questions to the maha govt on handling of covid in mumbai but even earlier govts are to blame who did nothing towards health infrastructure of mumbai,sad
2,hopefully coronavirus eats away at him slowly and painfully,fear
0,dear lockdown thank you for making me realise that the biggest mistake of my life has been sacrificing my sleep for another human being,sad
0,watching drone on about is sad the fact that no one in the said when closed in january is a crime we missed t he only chance we had to get ahead of this and now people are suffering,sad
1,in lockdown people are making it wow ps,joy
1,ka follow kare ghar me rahe surakshit rahe allah bless you pic twitter comcpsg4k01f5 at india,joy
2,aoc caught exploiting coronavirus panic with disinformation to push socialist agenda on student loans,fear
1,lucky are those jiska last year tha coronavirus unki umeedo p chan cha laga dia hai kash mera bhi last year hota free me lottery lagti pic twitter comkd2l6x9nkg,joy
2,ive actually seen in many articles and news and from multiple sources that if you do have coronavirus ibuprofen and advil 100 make it a lot worse you are probably fine because you dont have the virus but it is dangerous for anyone who does,fear
3,a man that eat ladies ass hole pussy and all that evil sex satan and corona virus is waiting for you at the hell gate,anger
2,amid coronavirus panic buying california deputies tell shoppers do not call 911 over line cutting,fear
2,you all it is the freakin weekend and im about to do nothing because it is the responsible thing to do during this pandemic stay safe practice social distancing,fear
1,our duty is that to be to of 19india let us win this wz00vtmikl at lb nagar,joy
3,a conspiracy theory tulsi gabbard has not dropped out yet because she in fact invented the coronavirus and is banking on bernie biden and trump dying leaving her as the only remaining candidate and therefore she becomes president by default prove me wrong,anger
0,death of 20 migrant workers walking hundreds of kilometres to their homes in odisha without food is blood on hands of pm his thoughtless lockdown devastated lives of millions of daily wage earners one feels crushed,sad
0,covid 19 mission impossible it is possible still waiting for follow back,sad
2,i know you want donald trump voted out of office he has handled this corona virus crisis horribly and has put our lives at danger he cannot handle any crisis and another four years of him would destroy america completely,fear
1,that concludes our 14 day notice 42 sms location checks and 10 video interviews doing an amazing job of keeping us safe in foldedhandsmediumlightskintone 19 singapore,joy
0,corona patients highest in a single day so far in india 316 shame,sad
1,thank you ji ji ji for arranging bed at nsci for my friends dad who was tested covid ve special thanks to ji for taking follow up until uncle was alloted with bed though it was late night thanks ji for the support,joy
2,sick since monday has been tested for and the test came back negative he is believed to have a throat infection it is not sure yet if he will be available for,fear
1,be safe stay home redheart coronavirus cases raised to 1 million as of today fearfulface be safe guys,joy
3,immediately ban thetabligi jamat the spraderer of corona virus,anger
0,work from home my job is secure,sad
2,trumps a no show after promising briefing on economic plan amid coronavirus concerns 1583884010,fear
0,hey donald hope you not skipping your hcqs meds show them what you are in fact double the dose if you can prove them wrong trump drug hydroxychloroquine raises death risk in covid patients study says,sad
1,waiting for this lockdown to end soon so i can meet my best friend via instagrampic twitter com8awde9c3vq,joy
3,my mom i swear this coronavirus is something else i went to the nail salon and all the employees had on masks me mom you know they always wear masks right,anger
2,ok well now they have coronavirus which is entirely different from the flu,fear
2,breaking a uae research institute has developed a breakthrough treatment for covid 19 which could be a game changer in the global fight against the virus 15,fear
3,mark my words next up on the coronavirus hit list will be anthony weiner mark my damn words,anger
1,manila eases worlds longest lockdown,joy
0,as we cross 5 million cases 2 million recoveries and 3 33 996 deaths the virus continues to spread adding a 100 00 new cases everyday death toll in lat am and brazil is on the rise still most severe rise in mortality rate was in us uk spain and italy,sad
0,they have failed the whole nation yetro 2 mahina lockdown ma rakheko cha gareeb janta lai sakne le ta jasari in bachihalchan janata marna baneko loktantra ho yo and i do not think these neta give two fucks ko bhokai mariracha they are happily living in their bubble,sad
3,nsac suspends combat sporting events until march 25 amid coronavirus concerns,anger
1,song qismat singer kktomar yt channel to watch go and suscribe in advance song will release after lockdown twitter com0ti3a2vpbo,joy
1,lockdown time am seeing around people changed attitude this will bring back humanity humility in the way we go ahead with our life pic twitter comypow4vgkr9,joy
3,you are a useless prime minster of india now you easing the lockdown will make catastrophe,anger
0,how demonetisation gst corona lockdown cld hv bn made successful without collateral damage writes biswajit bhattacharya but we prided in shocks got electrocuted,sad
2,to mitigate spread of the coronavirus duke university has suspended on campus labs and classes until further notice,fear
2,closing the schools cancelling gigs postpone movies telling working ppl to stay at home etc will do absolutely nothing you will get it one way or another the media are blowing coronavirus out of proportion to scare you like fuck offffffff stop ruining everyone is 2020,fear
0,i suspect in new zealand where mori had a death rate 8 times that of non mori there was widespread support for a national lockdown at only 100 cases,sad
3,how about a government that provides safety to the people are you so concerned with stealing that you cannot take legislative action for the virus or are you on vacation i hear there are cheap flights to,anger
3,vanity fair trump now blaming americans for not getting coronavirus tests that do not exist trump has failed the american people first he blames president obama now he blames the american people for coronavirus a liar who deceives himself via,anger
0,i feel like my life is flashing by and all i can do is watch and cry i miss the air i miss my friends i miss my mother i miss it when life was a party to be thrown but that was a million years ago,sad
0,bjp govt started blaming the people for jump in corona cases modj short notice of 4 hours for 100 percent lockdown that lead to migrants walking on streets outsiders standard will govt admit its fault,sad
0,sir my family wants to travel to karnataka belgavi from flight should i even now apply for e pass and along a child is of 3 years n 12 months what proof are needed please help me,sad
3,fuck the coronavirus and my job im too stressed to care atm,anger
1,fightingcorona to create a better world pic twitter comxcigogj1a2,joy
2,markets crashingbrent wti futures crash 20 over saudi arabia russia oil price war fears coronavirus concerns,fear
2,the people today went to the streets of brazil and showed the corrupted congress how powerful we are even the coronavirus disappeared we showed the world we are not afraid tomorrow morning everyone will be working as usual,fear
2,corona virus killing people out here and dudes still do not wash their hands after a nice pee,fear
2,one thing in s favor is that he freaks out over germs he probably never shook a hand without smearing on hand sanitizer trump is misleading his followers who are absorbing his cavalier attitude,fear
2,how many deaths were the result of the great depression or great recession stress depression suicide overdoses poorer health outcomes all of these deaths should be weighed against coronavirus deaths should they not,fear
2,health and human services hit with cyber attack aimed at slowing coronavirus response report,fear
0,govt of india should take decision for all school children to waived off school fees from apr to jun 2020 due to covid 19 for avoiding financial burden in this critical junction of time and moral support as there is nation wide lock down and school remains closed,sad
0,the us internationally banned bombs killed too many innocents in caused chronic diseases to many however us and its agents in the area aim to enter to kill more,sad
2,nikki sixx on coronavirus dampen down the hysteria,fear
3,due to the coronavirus i wont be going out you drunk bitches aint coughing on me,anger
1,can tiktok take action against those who create unresponsibleness between the citizens by creating funny videos on pandemic covid 19,joy
1,lockdown ride video coming soon traveldiaryindia stay tuned travel diary india on youtube link below subscribe now india,joy
2,well in the beginning of the outbreak in china i already suspect that thus virus is a human made the earth population is already out of control someone need to control it that is why they made war in middle east countries with very high birthrate,fear
0,was speaking to my friends in doha and they told lockdown is one thing which their government has done but people by themselves has stopped going out even all of them are offering prayers at their home only my questions to indian muslims why you cannot follow the same way,sad
1,everyone locking there houses seems to be not a solution fight with covid where ever you are do not fear do not lose hopes all above god is doing something miracles daily on our lifes,joy
3,you give me suspect vibes imagine that like why you think about dudes given each other head in the 1st place like are you that gay you think about gay say when you here the corona virus,anger
2,2020 ncaa tournament games to be played without fans in attendance due to threat of coronavirus via,fear
0,please allow laws to play online games in telangana it is boring due to lockdown,sad
3,why because your buddies are all dying from the coronavirus shut up meat head,anger
2,19 whoever gives a shit im in eastern europe no one is wearing masks everyone thinks thinks this is the flu they are right,fear
0,corona fuck you loudlycryingface loudlycryingface i want to go here loudlycryingface,sad
0,india india fast spreading but improving rapidly contagion est 0 01 of pop infected peak daily deaths of 310 in 16 days proj death toll 9 849 in 77 days fouroclock 1604 14,sad
0,lockdown till death,sad
3,my brother and i just got into an argument and he going to say well i hope you get the corona virus like dang bro chillll it was not that serious,anger
2,yes and pushkin really does not trigger me can avoid duels and dont plan to drink on the streets during,fear
0,thailand thailand under control and improving rapidly contagion est 0 01 of pop infected proj death toll 61 in 22 days fouroclock 2004 14,sad
3,is not this truth never been more stressed frustrated in my all my life more questions than answers being raised right now 19,anger
2,i was not too nervous about prior to yesterday but these last 2 days have changed me with that said keep washing your hands and stay home if you are sick hoping everyone stays safe,fear
1,we so happy that shibi was our first customer at samasta today wearing samasta ofcourse we are now officially open after the lockdown samasta has printed dresses and tunics in cool cottons to beat the heat come,joy
0,2nd covid 19 death reported in jk toll 30 a 72 year old man with comorbities from doda district on monday died of covid 19 at gmc jammu taking the death toll due to the virus to 30 in jammu and kashmir at rajbagh,sad
0,a good service in bad times of corona epidemic,sad
3,pennsylvania gov tom wolf orders statewide shutdown over coronavirus via,anger
0,so sad to hear the passing away of wajid khan bhai due to covid 19 rest in peace foldedhands,sad
2,ex obama official warns us health system faces tsunami over coronavirus,fear
0,i thought i can celebrate both of my favourites on the same week which is raya and harvest festival but sadly due to covid 19 i cant even do shit now haha,sad
2,we should do a daily mass test of all citizens in a mid sized town affected by for a full month to get a real time picture of the actual threat level imposed by the coronavirus this is the only way to get an exact understanding of the virus,fear
2,coroners officer forcing us to arrange funeral now when transport of body to another country is not possible due to otherwise threatening they will destroy my grandmothers body,fear
2,how can u be afraid of the corona virus but not an std im curious,fear
0,smriti irani missing posters come up in amethi in last 1 yr she visited amethi only for a few hours has done nothing for the people during covid19 crisis and instead referred to workers coming back to amethi from different states as coronavirus afj4bssibe,sad
2,does this data account for unprecedented precautionary measures that have only just started being put place increased testing feds states coronavirus is not something to be taken lightly but fearmongering is not helpful these numbers reflect worst case scenarios,fear
1,in gwalior volunteers was sanitising a muslim locality to prevent it from corona virus later people of the muslim community welcomed their gesture and thanked them by applying tilak on their foreheads but for rss is anti muslimpic twitter comhljkopya7g,joy
3,woman 39 found dead by boyfriend while waiting for coronavirus test results stop saying flu like illness you make me want to swear its not like the fking flu wake up stop spreading fake statements seriously get a life,anger
2,the who is the biggest fake organization to them the us is bad bad bad they want everything to be global control the who is pretty much spreading unfounded fear about,fear
0,i m indian national n right now stuck in dhaka pls note here i hv lost my job due to covid n living from last 2 months without earning i want to go bk to delhi immediately on special air india flight i hv already registered on hci,sad
0,bangkok post headlines on thursday diamondsuit relief cash only covers a month diamondsuit govt mulls easing curfew as cases drop diamondsuit inbound flight ban extended 19,sad
0,people who wish to visit salons after three months of lockdowns here are guidelines for you all to follow a no person having any symptom of covid 19 like high temperature fever cough cold throat pain difficulty in breathing shall visit these facilities,sad
3,honestly is overblown but it did one thing correctly it showed how disgusting humanity is what an embarrassment we are,anger
0,lock down is causing the shortage of blood for patient i would suggest govt to mobilize the medical staff so they can go to donors for blood of course precautions are must before they go to any donors,sad
1,i appreciate to sonu sir he is doing a good job i want to meet you sir whenever i get a chance thanks,joy
1,im also grateful for my family being blessed with good health in all this health related chaos going around covid19 foldedhandslightskintone,joy
1,fresh fruit and veggies in the time of corona delivers thank you for your reliability and consistent supply much appreciate your resilience pic twitter comqv6bmqmwlb,joy
0,learn to appreciate what you have before time makes you appreciate what you had i miss my work business dream sadbutrelievedface frowningface fightcovid19,sad
0,jnu sanitation workers have not been paid for 3 months lockdown and covid 19 crisis has made their lives difficult,sad
1,trump looks to reopen economy after nyt coronavirus bombshell a close via ty,joy
2,germanys low coronavirus mortality rate intrigues experts,fear
3,yall should watch al jazeera bbc and cnn for corona update shit is mad out there,anger
1,corona warriors great help,joy
0,brahmanandavedicgurukultapobhoomigoabatu spreading message through his art not to bring virus in family by going out of home violating rules laid down by govt durgeshartgoa lvrodcfa0n,sad
0,honourable pm modi ji i recently opened two branches for iit medical students who belong to a very poor family im not going to take any pending amounts from them because of lockdown you r idle for me sir take care twrrpvng9n at techweb centre,sad
2,a nation where over two crores people eat gutka knowing that it will kill you with cancer sooner or later corona they could not see so they are not threatened mullahs allamas have done grand job taking the scare out of people but they forget history of spain with simmilar virus,fear
3,show this to muslim hate mongers muslims are in forefront in fighting corona pandemic madrassas mosques are given for corona centres,anger
3,studyabroadstudents raise your hand if you feel personally victimized by coronavirus bc i feel extremely personally victimized,anger
3,scomo has early dementia encouraging a policy of social distancing amongst children where they stay 1 5 metres apart from each other at school shut us down aussies rage at pms coronavirus update m4crs via,anger
0,so u want the corona to kill what is left in case ur not seeing the news europe countries r stealing medical supplies shipments from each other facewithrollingeyes,sad
3,this is urgent tell to stop forcing their drivers to work sick,anger
1,around 18500 patients world over recovered from covid 19 and around 155 patients recovered in india let us focus on positivity,joy
2,a trauma informed approach to teaching through coronavirus,fear
1,god bless you and your kids we will pray for you fight fight we have to finish coronavirus at any cost which is finishing us save each life is important for you,joy
1,in line with an easing of some covid 19 restrictions by the authorities we are pleased to say that we are ready to welcome you back to the club and we are set to open a number of our,joy
3,i hate china after corona virus,anger
2,dt lied yet again we have a problem that a month ago nobody ever thought about many reporters others like warned them all of the dangers of the outbreak of op ed written 2 months ago via,fear
1,kids these days are much better informed than many adults heres my niece doing her thing in lockdown time 19india pic twitter comprfbbx5frc,joy
0,dear the world economy will not return to normal until your country realizes this epidemic is deadly please lockdown to stop the spread we want our lives back,sad
2,if we did not name the corona virus people would just think it is just a bad flu season,fear
2,im an nhs doctor treating coronavirus you have no idea how bad things could get,fear
0,ds figures are for real and they speak the truth on behalf of the stupidity of intellectuals doctors paramedic are giving away their lives but some do not understand the pain they want to spread this pandemic and be called a child of god shame pic twitter coma9u079hznr,sad
1,respected cm sir as the corona graph is inclining kindly consider 100 lockdown except healthcare on 5 6 10 11 12th april to create a small vaccum in corona spread in tn as people are uncooperative without realising the seriousness of next impact,joy
0,recovery rate 43 death rate 3 37 death 40 9 dfgytjikz0,sad
3,fda chief warns of supply pressure on reagents for coronavirus tests medtech dive,anger
1,lavanders towns lakes we and supernova of love again beach seaside breezes we and waves of livelihood again clouds sunsets chaos we and poems of partners again smiles sorrow hills silhouette we and verses of life again copyright ritbik,joy
1,came across this wonderful piece of writing lucidly described beautifully compared ujox2tvkxh,joy
3,oh hell no could be included in the senates coronavirus rescue bills significantly boost the number of visas offered annually from 10 000 to 75 000 while halving the investment required to earn legal residence from 900 000 to 450 000 we will vote you out,anger
3,corona virus is the new 911 a false flag excuse to chop away at our freedoms pic twitter comk77f7iedsa,anger
0,has the lockdown already failed the migrant labourer and now markaz,sad
2,what if bernie released coronavirus to scare bidens supporters from going out and voting old people are voting for biden old people can die easier from coronavirus bernies supporters are stupid young kids will not die to corona,fear
2,you should maybe get tested for coronavirus with that cough,fear
2,28 days from now i am planning to be on the 2nd day of my planned driving trip to the driving from roseburg oregon to stockton california at this point no reason to cancel trip due to coronavirus concerns but definitely monitoring the situation pic twitter comgvooq6g4bv,fear
0,quite worrisome india reports 230 deaths and 8392 new cases of corona virus in last 24 hrs in total 190535 cases 5394 deaths 91819 recovered 19,sad
1,koharanahai stayhome luckdown fightcorona watchshare commentus motivation opinion somnathgope pic twitter comjku7j6oyw3,joy
0,hypocricy reloaded modi saying sorry to poor for taking strict action amidst corona crisis our champ mamidala blocked their salaries for three months,sad
3,the dems are saying president trumps handling of the coronavirus is incompetent and too little after it passes without great harm he will be accused of over reacting like everything else the dems accuse him of this too will backfire as the economy bounces back,anger
2,waiting in line for groceries at heb wa dozen others behind and in front of me and im the only one wearing a is real,fear
3,if you strongly disagree just sign the below petition,anger
0,sir please draw your attention towards the bad condition of dayal sar road and pending work of sewage and water pipe line which is on hold since long due to lockdown,sad
3,you guys need to stop regurgitating the same dumb cnn talking point cnn did not invent that the dow jones had the largest point drop in history today cnn did not invent the lack of testing or your dear leader lying on 226 that the coronavirus was going to go to zero in days,anger
0,indian profs lawyers social workers issue statement against communalisation of covid 19 the signatories say that there were many other gatherings around that time but the tablighi jamaat event is getting communalized to further islamophobia,sad
